Archivo,Bib_Corredor,Club / Jersey,Gadgets_Detectados,Nivel_Emocion
689012403_122224086710582925_957741091554014537_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689012403_122224086710582925_957741091554014537_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
689012403_122224086710582925_957741091554014537_n.jpg,2148,Genérico / Independiente,A smartwatch,Agotado
689012403_122224086710582925_957741091554014537_n.jpg,104,Genérico / Independiente,A smartwatch,Concentrado
689024749_122224083824582925_1063263008880573561_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689024749_122224083824582925_1063263008880573561_n.jpg,1994,Genérico / Independiente,A smartwatch,Concentrado
689024749_122224083824582925_1063263008880573561_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689024749_122224083824582925_1063263008880573561_n.jpg,1277,Genérico / Independiente,A smartwatch,Concentrado
689024749_122224083824582925_1063263008880573561_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
689024749_122224083824582925_1063263008880573561_n.jpg,436,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
687689228_122224089644582925_8837378875437315460_n.jpg,19,Genérico / Independiente,Sports sunglasses,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,19,Genérico / Independiente,A smartwatch,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,1814,Genérico / Independiente,A smartwatch,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Agotado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,Headphones,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,A smartwatch,Alta Energía / Positiva
687689228_122224089644582925_8837378875437315460_n.jpg,No detectado,Genérico / Independiente,Sports sunglasses,Concentrado
